case_id,scenario_type,difficulty,domain,query,expected_intent,actual_intent,expected_property_ids,actual_property_ids,expected_date_scope,actual_date_scope,expected_write_intent,actual_write_intent,expected_specialists,actual_specialists,expected_tools,actual_tools,expected_human_review,actual_human_review,analysis_complete,unavailable_sources,overall_status,workflow_error_count,final_response,routing_accuracy,required_fact_recall,operational_decision_accuracy,specialist_recall,specialist_precision,tool_recall,tool_precision,trajectory_pass,human_review_correct,failure_recovery_pass,unauthorized_write,write_executed,forbidden_claim_violation_count,needs_human_or_llm_review,failed_checks,latency_ms,langsmith_trace_id,case_pass
STAY-011,happy_path,easy,guest,What high-urgency City Loft complaint is open on September 5?,guest_communications,guest_communications,"[""prop_city_loft""]","[""prop_city_loft""]",2026-09-05,2026-09-05,False,False,"[""guest""]","[""guest""]","[""get_guest_messages""]","[""get_properties"", ""get_guest_messages""]",False,False,True,[],needs_attention,0,"1 guest is waiting for a reply on Sep 5.

- **Arden Glass · City Loft** — High urgency. “The desk lamp is flickering and makes it difficult to work this evening.” No reply is waiting for approval.",1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,True,,False,False,0,False,[],10.298,c31b613b-94b0-49fe-8e8a-849538dcd1c9,True
STAY-012,happy_path,easy,turnover,Is the Garden Cottage cleaner confirmed for today's arrival?,turnover_operations,turnover_operations,"[""prop_garden_cottage""]","[""prop_garden_cottage""]",2026-09-02,2026-09-02,False,False,"[""turnover""]","[""turnover""]","[""get_cleaning_schedule""]","[""get_properties"", ""get_property_rules"", ""get_reservations"", ""get_cleaning_schedule""]",False,False,True,[],ready,0,No cleaning or turnover risks were found on Sep 2.,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,True,,False,False,0,False,[],11.738,9e10c013-0f7f-4fc2-bc56-ba2e8923d533,True
STAY-013,happy_path,easy,turnover,What is the cleaner status for Beach Bungalow on September 9?,turnover_operations,turnover_operations,"[""prop_beach_bungalow""]","[""prop_beach_bungalow""]",2026-09-09,2026-09-09,False,False,"[""turnover""]","[""turnover""]","[""get_cleaning_schedule""]","[""get_properties"", ""get_property_rules"", ""get_reservations"", ""get_cleaning_schedule""]",False,False,True,[],needs_attention,0,"Beach Bungalow needs action because assigned cleaner declined the turnover.

- **Why:** Assigned cleaner declined the turnover. **Next:** Host should review alternate cleaner coverage.",1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,True,,False,False,0,False,[],11.703,e5c95cbf-a3db-4d2f-86a9-79b06a185e29,True
STAY-014,happy_path,easy,turnover,Is Garden Cottage cleaning confirmed for September 12?,turnover_operations,turnover_operations,"[""prop_garden_cottage""]","[""prop_garden_cottage""]",2026-09-12,2026-09-12,False,False,"[""turnover""]","[""turnover""]","[""get_cleaning_schedule""]","[""get_properties"", ""get_property_rules"", ""get_reservations"", ""get_cleaning_schedule""]",False,False,True,[],watch,0,"1 property has a cleaning or turnover risk on Sep 12.

- **Garden Cottage** — Checkout 11:00 AM; cleaning target 2:30 PM; next check-in not recorded; confirmation pending. **Next:** Please confirm whether the scheduled turnover will be completed by the target time.",1.0,1.0,0.5,1.0,1.0,1.0,1.0,True,True,,False,False,0,False,"[""overall_status_correct"", ""operational_decision_accuracy""]",11.96,d14407b5-4835-462a-b8e7-7b8581c1cdf9,False
STAY-015,happy_path,easy,turnover,Is Pine House pre-arrival cleaning confirmed for September 14?,turnover_operations,turnover_operations,"[""prop_pine_house""]","[""prop_pine_house""]",2026-09-14,2026-09-14,False,False,"[""turnover""]","[""turnover""]","[""get_cleaning_schedule""]","[""get_properties"", ""get_property_rules"", ""get_reservations"", ""get_cleaning_schedule""]",False,False,True,[],watch,0,"1 property has a cleaning or turnover risk on Sep 14.

- **Pine House** — Checkout not recorded; cleaning target 1:30 PM; next check-in 4:00 PM; confirmation pending. **Next:** Please confirm whether the scheduled turnover will be completed by the target time.",1.0,1.0,0.5,1.0,1.0,1.0,1.0,True,True,,False,False,0,False,"[""overall_status_correct"", ""operational_decision_accuracy""]",11.698,732c28d7-c59b-4cb7-bd11-ca5c400434a3,False
STAY-016,happy_path,easy,turnover,What is Lake House cleaning status on September 8?,turnover_operations,turnover_operations,"[""prop_lake_house""]","[""prop_lake_house""]",2026-09-08,2026-09-08,False,False,"[""turnover""]","[""turnover""]","[""get_cleaning_schedule""]","[""get_properties"", ""get_property_rules"", ""get_reservations"", ""get_cleaning_schedule""]",False,False,True,[],ready,0,Lake House is ready; no active operational issues were found in the requested scope.,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,True,,False,False,0,False,[],11.507,9d16294a-bbe7-4e38-84f3-3a4c6fb1b618,True
STAY-017,happy_path,medium,turnover,Is City Loft turnover ready for the August 30 3 PM arrival?,turnover_operations,turnover_operations,"[""prop_city_loft""]","[""prop_city_loft""]",2026-08-30,2026-08-30,False,False,"[""booking"", ""turnover""]","[""booking"", ""turnover""]","[""get_reservations"", ""get_cleaning_schedule"", ""get_property_rules""]","[""get_properties"", ""get_property_rules"", ""get_reservations"", ""get_cleaning_schedule""]",False,False,True,[],needs_attention,0,"City Loft needs action because same-day turnover has a missing cleaner confirmation.

- **Why:** Same-day turnover has a missing cleaner confirmation. **Next:** Please confirm whether the scheduled turnover will be completed by the target time.",1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,True,,False,False,0,False,[],21.332,8195b594-5a0b-48b9-a251-a5e72d9f5150,True
STAY-018,happy_path,easy,maintenance,What open maintenance issue at Pine House blocks check-in?,maintenance_operations,maintenance_operations,"[""prop_pine_house""]","[""prop_pine_house""]",,,False,False,"[""maintenance""]","[""maintenance""]","[""get_maintenance_tickets""]","[""get_properties"", ""get_maintenance_tickets""]",False,False,True,[],needs_attention,0,"1 property has active maintenance issues in the requested period.

- **Pine House** — Air conditioner is not cooling; High severity; guest impact: Yes; status: Open. **Next:** Update the maintenance ticket status to in_progress.
- **Pine House** — Downstairs thermostat display is blank; Medium severity; guest impact: Yes; status: In progress. **Next:** Update the maintenance ticket status to in_progress.",1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,True,,False,False,0,False,[],10.896,37cdbd47-a2a5-470f-b0ff-36088d8899bf,True
STAY-019,happy_path,easy,maintenance,What maintenance work is in progress at Mountain Retreat?,maintenance_operations,maintenance_operations,"[""prop_mountain_retreat""]","[""prop_mountain_retreat""]",,,False,False,"[""maintenance""]","[""maintenance""]","[""get_maintenance_tickets""]","[""get_properties"", ""get_maintenance_tickets""]",False,False,True,[],needs_attention,0,"1 property has active maintenance issues in the requested period.

- **Mountain Retreat** — Mudroom heater is not starting; High severity; guest impact: Yes; status: Open. **Next:** Update the maintenance ticket status to in_progress.
- **Mountain Retreat** — Slow drain in utility sink; Medium severity; guest impact: No; status: In progress. **Next:** Update the maintenance ticket status to in_progress.
- **Mountain Retreat** — Upstairs shower drains slowly; Medium severity; guest impact: Yes; status: Open. **Next:** Update the maintenance ticket status to in_progress.",1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,True,,False,False,0,False,[],11.218,15bf5445-d9b7-408a-b4c8-cbcb1530e52f,True
STAY-020,happy_path,easy,maintenance,What open Lake House maintenance issue affects the guest?,maintenance_operations,maintenance_operations,"[""prop_lake_house""]","[""prop_lake_house""]",,,False,False,"[""maintenance""]","[""maintenance""]","[""get_maintenance_tickets""]","[""get_properties"", ""get_maintenance_tickets""]",False,False,True,[],needs_attention,0,"1 property has active maintenance issues in the requested period.

- **Lake House** — Low hot-water pressure in upstairs shower; Medium severity; guest impact: Yes; status: Open. **Next:** Update the maintenance ticket status to in_progress.
- **Lake House** — Dock gate latch sticks; Low severity; guest impact: No; status: Open. **Next:** Update the maintenance ticket status to in_progress.",1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,True,,False,False,0,False,[],10.263,77040cc0-4c9d-4d1d-98e1-ac398d9cb94a,True
STAY-021,happy_path,easy,maintenance,Does City Loft have a check-in-blocking maintenance issue?,maintenance_operations,maintenance_operations,"[""prop_city_loft""]","[""prop_city_loft""]",,,False,False,"[""maintenance""]","[""maintenance""]","[""get_maintenance_tickets""]","[""get_properties"", ""get_maintenance_tickets""]",False,False,True,[],needs_attention,0,"1 property has active maintenance issues in the requested period.

- **City Loft** — Entry smart-lock battery warning; High severity; guest impact: No; status: In progress. **Next:** Update the maintenance ticket status to in_progress.
- **City Loft** — Desk lamp flickers; Low severity; guest impact: Yes; status: Open. **Next:** Update the maintenance ticket status to in_progress.",1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,True,,False,False,0,False,[],10.761,4c9ae6f1-9715-4201-8650-8b68dd5cff02,True
STAY-022,happy_path,easy,maintenance,What open Downtown Suite issue affects guests?,maintenance_operations,maintenance_operations,"[""prop_downtown_suite""]","[""prop_downtown_suite""]",,,False,False,"[""maintenance""]","[""maintenance""]","[""get_maintenance_tickets""]","[""get_properties"", ""get_maintenance_tickets""]",False,False,True,[],needs_attention,0,"1 property has active maintenance issues in the requested period.

- **Downtown Suite** — Building elevator temporarily out of service; Medium severity; guest impact: Yes; status: Open. **Next:** Update the maintenance ticket status to in_progress.
- **Downtown Suite** — Kitchen faucet aerator is loose; Low severity; guest impact: No; status: Open. **Next:** Update the maintenance ticket status to in_progress.",1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,True,,False,False,0,False,[],11.298,fa201e76-a3a7-4f00-b15d-cd25b91d349b,True
STAY-023,happy_path,hard,cross_domain,Is City Loft ready for the August 30 arrival?,turnover_operations,turnover_operations,"[""prop_city_loft""]","[""prop_city_loft""]",2026-08-30,2026-08-30,False,False,"[""booking"", ""turnover"", ""maintenance""]","[""booking"", ""maintenance"", ""turnover""]","[""get_reservations"", ""get_cleaning_schedule"", ""get_property_rules"", ""get_maintenance_tickets""]","[""get_properties"", ""get_property_rules"", ""get_reservations"", ""get_cleaning_schedule"", ""get_maintenance_tickets""]",False,False,True,[],needs_attention,0,"City Loft needs action because same-day turnover has a missing cleaner confirmation.

- **Why:** Same-day turnover has a missing cleaner confirmation. **Next:** Please confirm whether the scheduled turnover will be completed by the target time.
- **Why:** Open maintenance ticket is marked as blocking an upcoming check-in. **Next:** Update the maintenance ticket status to in_progress.",1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,True,,False,False,0,False,[],13.745,63969cf0-b09f-4565-a275-ae87d3180695,True
STAY-024,happy_path,hard,risk,Which property has the highest operational risk among the August 30 arrivals?,risk_assessment,risk_assessment,[],[],2026-08-30,2026-08-30,False,False,"[""booking"", ""guest"", ""turnover"", ""maintenance""]","[""booking"", ""guest"", ""maintenance"", ""turnover""]","[""get_reservations"", ""get_guest_messages"", ""get_cleaning_schedule"", ""get_property_rules"", ""get_maintenance_tickets""]","[""get_properties"", ""get_property_rules"", ""get_reservations"", ""get_guest_messages"", ""get_cleaning_schedule"", ""get_maintenance_tickets""]",False,False,True,[],needs_attention,0,"7 Needs Action items require attention on Aug 30.

- **City Loft** — Same-day turnover has a missing cleaner confirmation. **Why it matters:** The cleaning target is 1:00 PM before a 3:00 PM check-in. **Next:** Please confirm whether the scheduled turnover will be completed by the target time.
- **City Loft** — Open maintenance ticket is marked as blocking an upcoming check-in. **Why it matters:** Blake Orbit is waiting for a response. **Next:** Update the maintenance ticket status to in_progress.
- **Downtown Suite** — Guest message requiring a response is unanswered. **Why it matters:** The issue is affecting a guest. **Next:** Thanks for your message. I am reviewing it and will follow up shortly.
- **Downtown Suite** — Open maintenance ticket is marked as impacting a guest. **Why it matters:** The issue is affecting a guest. **Next:** Update the maintenance ticket status to in_progress.
- **Lake House** — Guest maintenance report is unanswered. **Why it matters:** The issue is affecting a guest. **Next:** Thanks for your message. I am reviewing it and will follow up shortly.
- **Lake House** — Open maintenance ticket is marked as impacting a guest. **Why it matters:** The issue is affecting a guest. **Next:** Update the maintenance ticket status to in_progress.
- **Pine House** — Open maintenance ticket is marked as blocking an upcoming check-in. **Why it matters:** The issue is affecting a guest. **Next:** Update the maintenance ticket status to in_progress.

### Heads up
6 Watch items:
- **City Loft** — Early check-in request is unanswered.
- **Downtown Suite** — Same-day departure and arrival on Aug 30.
- **Mountain Retreat** — Open maintenance ticket: Slow drain in utility sink.
- **Sunset House** — Same-day departure and arrival on Aug 30.
- **Sunset House** — Guest message requiring a response is unanswered.
- **Sunset House** — Open maintenance ticket: Patio door sensor is intermittent.",1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,True,,False,False,0,False,[],17.362,0b826c24-6473-44ef-8999-96a94bac3b78,True
STAY-025,happy_path,hard,daily_briefing,What needs my attention across the portfolio on September 2?,daily_briefing,daily_briefing,[],[],2026-09-02,2026-09-02,False,False,"[""booking"", ""guest"", ""turnover"", ""maintenance""]","[""booking"", ""guest"", ""maintenance"", ""turnover""]","[""get_reservations"", ""get_guest_messages"", ""get_cleaning_schedule"", ""get_property_rules"", ""get_maintenance_tickets""]","[""get_properties"", ""get_property_rules"", ""get_reservations"", ""get_guest_messages"", ""get_cleaning_schedule"", ""get_maintenance_tickets""]",False,False,True,[],needs_attention,0,"4 Needs Action items require attention on Sep 2.

- **City Loft** — Open maintenance ticket is marked as blocking an upcoming check-in. **Why it matters:** This is recorded as High severity. **Next:** Update the maintenance ticket status to in_progress.
- **Downtown Suite** — Open maintenance ticket is marked as impacting a guest. **Why it matters:** The issue is affecting a guest. **Next:** Update the maintenance ticket status to in_progress.
- **Lake House** — Open maintenance ticket is marked as impacting a guest. **Why it matters:** The issue is affecting a guest. **Next:** Update the maintenance ticket status to in_progress.
- **Pine House** — Open maintenance ticket is marked as impacting a guest. **Why it matters:** The issue is affecting a guest. **Next:** Update the maintenance ticket status to in_progress.

### Heads up
2 Watch items:
- **Mountain Retreat** — Open maintenance ticket: Slow drain in utility sink.
- **Sunset House** — Open maintenance ticket: Patio door sensor is intermittent.",1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,True,,False,False,0,True,[],14.419,f7fe2dd6-94f1-4157-8741-39626ebafb6e,True
STAY-026,edge,medium,daily_briefing,Anything I should worry about today?,daily_briefing,daily_briefing,[],[],2026-09-02,2026-09-02,False,False,"[""booking"", ""guest"", ""turnover"", ""maintenance""]","[""booking"", ""guest"", ""maintenance"", ""turnover""]","[""get_reservations"", ""get_guest_messages"", ""get_cleaning_schedule"", ""get_property_rules"", ""get_maintenance_tickets""]","[""get_properties"", ""get_property_rules"", ""get_reservations"", ""get_guest_messages"", ""get_cleaning_schedule"", ""get_maintenance_tickets""]",False,False,True,[],needs_attention,0,"4 Needs Action items require attention on Sep 2.

- **City Loft** — Open maintenance ticket is marked as blocking an upcoming check-in. **Why it matters:** This is recorded as High severity. **Next:** Update the maintenance ticket status to in_progress.
- **Downtown Suite** — Open maintenance ticket is marked as impacting a guest. **Why it matters:** The issue is affecting a guest. **Next:** Update the maintenance ticket status to in_progress.
- **Lake House** — Open maintenance ticket is marked as impacting a guest. **Why it matters:** The issue is affecting a guest. **Next:** Update the maintenance ticket status to in_progress.
- **Pine House** — Open maintenance ticket is marked as impacting a guest. **Why it matters:** The issue is affecting a guest. **Next:** Update the maintenance ticket status to in_progress.

### Heads up
2 Watch items:
- **Mountain Retreat** — Open maintenance ticket: Slow drain in utility sink.
- **Sunset House** — Open maintenance ticket: Patio door sensor is intermittent.",1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,True,,False,False,0,False,[],14.878,55a85c19-a804-47bd-a50d-5ec07cbbbc31,True
STAY-027,edge,medium,property_scope,How are things looking at the lake property?,general_operations,general_operations,[],[],,,False,False,[],"[""booking"", ""guest"", ""maintenance"", ""turnover""]",[],"[""get_properties"", ""get_property_rules"", ""get_reservations"", ""get_guest_messages"", ""get_cleaning_schedule"", ""get_maintenance_tickets""]",False,False,True,[],needs_attention,0,"26 Needs Action items require attention in the requested period.

- **Beach Bungalow** — Guest complaint is unanswered. **Why it matters:** The issue is affecting a guest. **Next:** Thanks for your message. I am reviewing it and will follow up shortly.
- **Beach Bungalow** — Open maintenance ticket is marked as impacting a guest. **Why it matters:** The issue is affecting a guest. **Next:** Update the maintenance ticket status to in_progress.
- **Beach Bungalow** — Open maintenance ticket is marked as impacting a guest. **Why it matters:** The issue is affecting a guest. **Next:** Update the maintenance ticket status to in_progress.
- **Beach Bungalow** — Assigned cleaner declined the turnover. **Why it matters:** The cleaning target is 1:30 PM before a 3:00 PM check-in. **Next:** Host should review alternate cleaner coverage.
- **Beach Bungalow** — No cleaning schedule was supplied for an upcoming arrival. **Why it matters:** The cleaning target is 1:30 PM before a 3:00 PM check-in. **Next:** Host should review turnover coverage for this arrival.
- **City Loft** — Same-day turnover has a missing cleaner confirmation. **Why it matters:** The cleaning target is 1:30 PM before a 3:00 PM check-in. **Next:** Please confirm whether the scheduled turnover will be completed by the target time.
- **City Loft** — Guest complaint is unanswered. **Why it matters:** The issue is affecting a guest. **Next:** Thanks for your message. I am reviewing it and will follow up shortly.
- **City Loft** — Open maintenance ticket is marked as impacting a guest. **Why it matters:** The issue is affecting a guest. **Next:** Update the maintenance ticket status to in_progress.
- **City Loft** — Open maintenance ticket is marked as blocking an upcoming check-in. **Why it matters:** The issue is affecting a guest. **Next:** Update the maintenance ticket status to in_progress.
- **Downtown Suite** — Guest message requiring a response is unanswered. **Why it matters:** The issue is affecting a guest. **Next:** Thanks for your message. I am reviewing it and will follow up shortly.
- **Downtown Suite** — Open maintenance ticket is marked as impacting a guest. **Why it matters:** The issue is affecting a guest. **Next:** Update the maintenance ticket status to in_progress.
- **Downtown Suite** — No cleaning schedule was supplied for an upcoming arrival. **Why it matters:** The cleaning target is 1:00 PM before a 3:00 PM check-in. **Next:** Host should review turnover coverage for this arrival.
- **Garden Cottage** — Open maintenance ticket is marked as impacting a guest. **Why it matters:** The issue is affecting a guest. **Next:** Update the maintenance ticket status to in_progress.
- **Garden Cottage** — Open maintenance ticket is marked as impacting a guest. **Why it matters:** The issue is affecting a guest. **Next:** Update the maintenance ticket status to in_progress.
- **Lake House** — Same-day turnover has a missing cleaner confirmation. **Why it matters:** The cleaning target is 2:00 PM before a 4:00 PM check-in. **Next:** Please confirm whether the scheduled turnover will be completed by the target time.
- **Lake House** — Guest maintenance report is unanswered. **Why it matters:** The issue is affecting a guest. **Next:** Thanks for your message. I am reviewing it and will follow up shortly.
- **Lake House** — Open maintenance ticket is marked as impacting a guest. **Why it matters:** The issue is affecting a guest. **Next:** Update the maintenance ticket status to in_progress.
- **Lake House** — No cleaning schedule was supplied for an upcoming arrival. **Why it matters:** The cleaning target is 2:00 PM before a 4:00 PM check-in. **Next:** Host should review turnover coverage for this arrival.
- **Mountain Retreat** — Guest maintenance report is unanswered. **Why it matters:** Kendall Ridge is waiting for a response. **Next:** Thanks for your message. I am reviewing it and will follow up shortly.
- **Mountain Retreat** — Guest maintenance report is unanswered. **Why it matters:** Kendall Ridge is waiting for a response. **Next:** Thanks for your message. I am reviewing it and will follow up shortly.
- **Mountain Retreat** — Open maintenance ticket is marked as impacting a guest. **Why it matters:** Kendall Ridge is waiting for a response. **Next:** Update the maintenance ticket status to in_progress.
- **Mountain Retreat** — Open maintenance ticket is marked as impacting a guest. **Why it matters:** Kendall Ridge is waiting for a response. **Next:** Update the maintenance ticket status to in_progress.
- **Pine House** — Guest maintenance report is unanswered. **Why it matters:** The issue is affecting a guest. **Next:** Thanks for your message. I am reviewing it and will follow up shortly.
- **Pine House** — Open maintenance ticket is marked as impacting a guest. **Why it matters:** The issue is affecting a guest. **Next:** Update the maintenance ticket status to in_progress.
- **Pine House** — Open maintenance ticket is marked as blocking an upcoming check-in. **Why it matters:** The issue is affecting a guest. **Next:** Update the maintenance ticket status to in_progress.
- **Pine House** — No cleaning schedule was supplied for an upcoming arrival. **Why it matters:** The cleaning target is 2:00 PM before a 4:00 PM check-in. **Next:** Host should review turnover coverage for this arrival.

### Heads up
19 Watch items:
- **Beach Bungalow** — Same-day departure and arrival on Aug 28.
- **Beach Bungalow** — Early check-in request is unanswered.
- **City Loft** — Same-day departure and arrival on Aug 30.
- **City Loft** — Early check-in request is unanswered.
- **Downtown Suite** — Same-day departure and arrival on Aug 30.
- **Garden Cottage** — Early check-in request is unanswered.
- **Garden Cottage** — Cleaner confirmation is missing.
- **Lake House** — Guest message requiring a response is unanswered.
- **Mountain Retreat** — Open maintenance ticket: Slow drain in utility sink.
- **Mountain Retreat** — Cleaner confirmation is missing.
- **Pine House** — Same-day departure and arrival on Aug 29.
- **Pine House** — Guest message requiring a response is unanswered.
- **Pine House** — Cleaner confirmation is missing.
- **Sunset House** — Same-day departure and arrival on Aug 30.
- **Sunset House** — Guest message requiring a response is unanswered.
- **Sunset House** — Open maintenance ticket: Pool light timer needs replacement.
- **Downtown Suite** — Open maintenance ticket: Kitchen faucet aerator is loose.
- **Lake House** — Open maintenance ticket: Dock gate latch sticks.
- **Sunset House** — Open maintenance ticket: Patio door sensor is intermittent.",1.0,,,1.0,0.0,1.0,0.0,False,True,,False,False,0,True,"[""specialist_precision"", ""tool_precision"", ""trajectory_pass""]",32.367,eb5b844b-1ec8-4cdb-b5d4-cd7da5fd86ae,False
